Potra2n4c8969,"alpha,alpha-trehalose-phosphate synthase UDP-forming"
Potra2n4c9135,receptor-like protein kinase
Potra2n4c9545,RIBOSOMAL protein
Potra2n4c9982,lipid transport
Potra2n6c12932,Zinc finger protein CONSTANS-like
Potra2n6c12962,Early nodulin-like protein
Potra2n6c13102,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins"
Potra2n6c14046,Belongs to the cytochrome P450 family
Potra2n6c15110,Phosphate transporter PHO1 homolog 3-like
Potra2n6c15319,Pentatricopeptide repeat-containing protein
Potra2n6c15297,f-box protein
Potra2n587s36061,Reverse transcriptase (RNA-dependent DNA polymerase)
Potra2n13c24966,Belongs to the cytochrome P450 family
Potra2n13c25951,Transferase family
Potra2n13c26222,"ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial DNA in a site-specific manner"
Potra2n3c7976,Sulfate transporter
Potra2n3c8057,Mitochondrial outer membrane import complex protein
Potra2n673s36371,gag-polypeptide of LTR copia-type
Potra2n12c23969,WRKY transcription factor
Potra2n12c24597,U-box domain-containing protein
Potra2n12c24608,"(-)-isopiperitenol (-)-carveol dehydrogenase, mitochondrial-like"
Potra2n12c24866,Belongs to the small GTPase superfamily. Arf family
Potra2n351s35376,UDP-glucose:Glycoprotein Glucosyltransferase
Potra2n2c4387,Monothiol
Potra2n2c4463,Endoglucanase
Potra2n2c4959,Belongs to the cysteine synthase cystathionine beta- synthase family
Potra2n2c5595,Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
Potra2n2c6221,Auxin-induced protein
Potra2n2c6297,Thioredoxin
Potra2n14c27170,Putative AtpZ or ATP-synthase-associated
Potra2n14c27203,(NAC) domain-containing protein
Potra2n14c27289,Pentatricopeptide repeat-containing protein
Potra2n14c27907,Glutathione gamma-glutamylcysteinyltransferase
Potra2n5c11485,"Kinase that can phosphorylate various inositol polyphosphate such as Ins(3,4,5,6)P4 or Ins(1,3,4)P3"
Potra2n5c12190,Belongs to the peptidase C19 family
Potra2n5c12786,zinc finger
Potra2n5c12765,serine threonine-protein kinase
Potra2n16c29375,Belongs to the UDP-glycosyltransferase family
Potra2n16c29429,UDP-Glycosyltransferase
Potra2n16c29432,UDP-Glycosyltransferase
Potra2n16c29874,RING-type E3 ubiquitin transferase
Potra2n19c33481,U5 small nuclear ribonucleoprotein 40
Potra2n19c33810,Exopolygalacturonase-like
Potra2n443s35700,ATP-citrate synthase
Potra2n7c15592,galactinol--sucrose galactosyltransferase
Potra2n7c15615,receptor-like protein kinase
Potra2n7c15709,Auxin responsive protein
Potra2n7c16563,WD repeat-containing protein
Potra2n1c203,Annexin D3-like
Potra2n1c887,Glutathione S-transferase
Potra2n1c1613,Sulfite exporter TauE/SafE
Potra2n1c1819,Transmembrane emp24 domain-containing protein
Potra2n1c1982,Prokaryotic RING finger family 4
Potra2n1c2071,phosphatase 2C
Potra2n1c3229,WEB family protein At5g55860-like
Potra2n1c3526,Belongs to the glycosyl hydrolase 1 family
Potra2n10c21497,Cysteine-rich repeat secretory protein
Potra2n10c22355,COBRA-like protein
Potra2n10c22316,Chromatin structure-remodeling complex protein
Potra2n15c28941,dihydropyrimidine dehydrogenase
Potra2n15c28947,tetratricopeptide repeat-containing protein
Potra2n11c22703,Minor allergen Alt a
Potra2n11c23057,UDP-Glycosyltransferase
Potra2n11c23079,ABC transporter C family member
Potra2n11c23087,Ankyrin repeat-containing protein At3g12360-like
Potra2n8c16977,May be involved in modulation of pathogen defense and leaf cell death
Potra2n8c17550,Cell wall vacuolar inhibitor of fructosidase
Potra2n8c17590,basic region leucin zipper
Potra2n8c17835,MLP-like protein
Potra2n8c18182,Splicing factor 3B subunit 10 (SF3b10)
Potra2n8c18474,AWPM-19-like family
Potra2n9c18873,Arabidopsis protein of unknown function
Potra2n9c19215,B3 domain-containing protein Os01g0234100-like
Potra2n9c19396,plant mutator transposase zinc finger
Potra2n9c19984,Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
Potra2n18c33179,Exocyst complex component
Potra2n1070s36963,Arabidopsis protein of unknown function
Potra2n4c8791,ralf-like
Potra2n4c9573,"Uncharacterized ACR, COG1678"
Potra2n6c13510,momilactone-A synthase activity
Potra2n6c13936,Omega-hydroxypalmitate O-feruloyl
Potra2n6c13986,Belongs to the tetraspanin (TM4SF) family
Potra2n6c14060,Tubulin--tyrosine ligase-like protein
Potra2n13c25502,F-box protein
Potra2n13c25731,Germin-like protein subfamily 1 member
Potra2n17c31585,COPI associated protein
Potra2n17c31785,Eukaryotic mitochondrial regulator protein
Potra2n3c7189,BTB POZ domain-containing protein
Potra2n3c7129,SNARE associated Golgi protein
Potra2n3c7620,Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family
Potra2n3c8026,Protein of unknown function (DUF1677)
Potra2n3c8138,histidine-containing phosphotransfer protein
Potra2n3c8188,Protein TIME FOR
Potra2n3c8270,elongation of fatty acids protein
Potra2n673s36370,E3 ubiquitin-protein ligase
Potra2n2c4627,Multidrug resistance protein ABC transporter family protein
Potra2n2c5292,Protein kinase C conserved region 2 (CalB)
Potra2n2c5427,Interconversion of serine and glycine
Potra2n2c5591,Serine hydroxymethyltransferase
Potra2n2c5684,No apical meristem (NAM) protein
Potra2n2c5811,expressed protein
Potra2n14c26332,Belongs to the disease resistance NB-LRR family
Potra2n14c26666,mTERF
Potra2n14c26785,GATA transcription factor
Potra2n14c27395,mediator of RNA polymerase II transcription subunit
Potra2n14c27327,Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family
Potra2n14c27539,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS
Potra2n14c27915,DUF21 domain-containing protein
Potra2n753s36694,Belongs to the AAA ATPase family
Potra2n5c10677,Thaumatin-like protein
Potra2n5c11690,Acidic leucine-rich nuclear phosphoprotein 32-related
Potra2n5c11801,Belongs to the iron ascorbate-dependent oxidoreductase family
Potra2n5c12051,YLS9-like
Potra2n5c12728,Pentatricopeptide repeat-containing protein
Potra2n602s36117,"transposition, RNA-mediated"
Potra2n16c29478,protein ROOT PRIMORDIUM DEFECTIVE
Potra2n16c29728,galactinol--sucrose galactosyltransferase
Potra2n16c30410,Macrophage migration inhibitory factor
Potra2n19c33630,ABC transporter G family member
Potra2n19c33640,TCP family transcription factor
Potra2n19c34356,Alginate lyase
Potra2n514s35861,Belongs to the GRAS family
Potra2n7c15430,TMV resistance protein N-like
Potra2n7c15618,Cysteine-rich repeat secretory protein
Potra2n7c16273,MatE
Potra2n685s36467,Nuclear transcription factor Y subunit C-3-like
Potra2n1c969,Copper chaperone for superoxide
Potra2n1c1477,Cytochrome p450
Potra2n1c1417,Lipase (class 3)
Potra2n1c1407,C-type lectin receptor-like tyrosine-protein kinase
Potra2n1c1713,Ubiquitin carboxyl-terminal hydrolase
Potra2n780s36757,Belongs to the UDP-glycosyltransferase family
Potra2n10c20580,UDP-glucuronic acid decarboxylase
Potra2n10c21310,Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
Potra2n10c21913,Signal peptidase complex subunit
Potra2n10c22291,ethylene-responsive transcription factor
Potra2n15c27987,Heavy-metal-associated domain
Potra2n15c28008,E3 ubiquitin-protein ligase
Potra2n15c28140,The H protein shuttles the methylamine group of glycine from the P protein to the T protein
Potra2n15c28197,Regulatory protein
Potra2n15c28193,Domain of unknown function (DUF4220)
Potra2n11c22885,TPR repeat-containing thioredoxin
Potra2n11c22980,Belongs to the eukaryotic ribosomal protein eS8 family
Potra2n11c23539,Domain of unknown function
Potra2n8c17400,Myb family transcription factor
Potra2n8c17582,Belongs to the aldehyde dehydrogenase family
Potra2n8c17711,Lysine histidine
Potra2n8c17679,Piriformospora indica-insensitive protein
Potra2n8c17994,Ring finger domain
Potra2n8c18053,pollen allergen Ole e 6-like
Potra2n8c18096,Belongs to the class I-like SAM-binding methyltransferase superfamily. MPBQ MBSQ MT family
Potra2n581s36024,Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7'
Potra2n9c19299,ZINC FINGER protein
Potra2n9c19450,Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
Potra2n9c19878,Osmotin-like
Potra2n18c32030,Plant self-incompatibility protein S1
Potra2n18c32440,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues"
Potra2n18c32413,ZINC FINGER protein
Potra2n18c32824,Extensin-like region
Potra2n18c32869,Transcriptional activator that specifically binds 5'- GATA-3' or 5'-GAT-3' motifs within gene promoters
Potra2n18c33162,Glutamate receptor
Potra2n4c9767,Pentatricopeptide repeat-containing protein
Potra2n6c13927,ARF guanine-nucleotide exchange factor
Potra2n6c14266,Vacuolar protein-sorting-associated protein 37 homolog
Potra2n6c14522,copper transporter
Potra2n6c15136,E3 ubiquitin-protein ligase RING1-like
Potra2n13c25387,Protein kinase C conserved region 2 (CalB)
Potra2n13c25616,Cytochrome p450
Potra2n13c25627,Serine threonine-protein kinase
Potra2n13c26285,NYN domain
Potra2n17c30850,Methionyl-trna
Potra2n17c31309,Transcription factor
Potra2n17c31346,protein kinase activity
Potra2n3c6468,"transposition, RNA-mediated"
Potra2n3c7309,CCT motif
Potra2n3c7454,Domain of unknown function (DUF296)
Potra2n3c7485,Auxin responsive protein
Potra2n3c7764,Belongs to the protein kinase superfamily
Potra2n12c24068,Monoglyceride lipase-like
Potra2n12c24784,Cell cycle regulated microtubule associated protein
Potra2n199s34920,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS
Potra2n2c5318,Zinc-binding
Potra2n2c5581,Tetratricopeptide repeat (TPR)-like superfamily protein
Potra2n2c5997,KIP1-like protein
Potra2n2c6106,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS
Potra2n14c26487,isoaspartyl peptidase L-asparaginase
Potra2n14c26751,Myb-related protein
Potra2n14c27126,Belongs to the peptidase A1 family
Potra2n14c27580,Amino acid transporter
Potra2n128s34670,E3 ubiquitin-protein ligase CCNB1IP1 homolog
Potra2n5c11653,PLATZ transcription factor
Potra2n5c12351,RING-type E3 ubiquitin transferase
Potra2n5c12278,methyltransferase DDB_G0268948
Potra2n5c12813,Transcription factor
Potra2n607s36130,Transmembrane protein 120 homolog
Potra2n16c29395,VQ motif
Potra2n16c29501,Transcription elongation factor
Potra2n16c29604,Glycosyltransferase-like
Potra2n16c29709,Protein TRANSPARENT TESTA
Potra2n16c29802,strigolactone esterase D14
Potra2n16c29923,KR domain
Potra2n16c30512,Cytochrome p450
Potra2n19c33430,Late embryogenesis abundant protein
Potra2n19c33673,Dienelactone hydrolase family
Potra2n19c34178,Belongs to the 'GDSL' lipolytic enzyme family
Potra2n19c34312,Zein-binding
Potra2n7c15481,DnaJ homolog subfamily B member
Potra2n7c16522,Peptidyl-prolyl cis-trans isomerase
Potra2n7c16462,mitogen-activated protein kinase
Potra2n1c1423,RING-H2 finger protein
Potra2n1c2462,Zinc finger protein CONSTANS-like
Potra2n1c2367,and Fe(II)-dependent oxygenase superfamily protein
Potra2n1c3728,Protein ROOT PRIMORDIUM DEFECTIVE
Potra2n968s36911,Cysteine-rich receptor-like protein kinase
Potra2n369s35437,Belongs to the EF-1-beta EF-1-delta family
Potra2n10c20312,Pentatricopeptide repeat-containing protein
Potra2n10c20400,OTU domain-containing protein
Potra2n10c20707,UAA transporter family
Potra2n10c21141,receptor-like protein kinase
Potra2n10c21768,Pentatricopeptide repeat-containing protein
Potra2n10c21924,RING-type E3 ubiquitin transferase
Potra2n229s35029,TMV resistance protein N-like
Potra2n15c27989,Pentatricopeptide repeat-containing protein
Potra2n15c28134,Membrane-associated apoptosis protein
Potra2n15c28660,transcription factor
Potra2n11c23005,VQ motif
Potra2n11c23125,Senescence regulator
Potra2n8c16997,Belongs to the mitochondrial carrier (TC 2.A.29) family
Potra2n8c17667,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH"
Potra2n8c17908,Annexin D5-like
Potra2n8c18245,Belongs to the GST superfamily
Potra2n8c18426,GPI-anchored protein At3g06035-like
Potra2n9c18925,Protein of unknown function (DUF1279)
Potra2n9c18991,COBRA-like protein
Potra2n18c31959,ABC transporter C family member
Potra2n18c32300,CBL-interacting serine threonine-protein kinase
Potra2n18c33137,Belongs to the small GTPase superfamily. Arf family
Potra2n254s35128,TMV resistance protein N-like
Potra2n4c9475,Belongs to the serpin family
Potra2n4c9494,FCP1 homology domain-containing protein C1271.03c-like
Potra2n4c9612,High mobility group B protein
Potra2n4c9958,DnaJ molecular chaperone homology domain
Potra2n4c9954,Pentatricopeptide repeat-containing protein
Potra2n4c10238,Pentatricopeptide repeat-containing protein At2g03880
Potra2n6c12835,Protein arginine n-methyltransferase
Potra2n6c13526,HVA22-like protein
Potra2n13c25663,5'-3' exoribonuclease
Potra2n17c30936,COX assembly mitochondrial protein
Potra2n17c30996,BEST Arabidopsis thaliana protein match is
Potra2n17c31210,60S ribosomal Protein
Potra2n17c31761,ATPase family AAA domain-containing protein
Potra2n3c6687,U-box domain-containing protein
Potra2n3c7351,RNAse P Rpr2/Rpp21/SNM1 subunit domain
Potra2n3c7942,Serine-threonine kinase receptor-associated
Potra2n3c8167,Sterile alpha motif (SAM) domain-containing protein
Potra2n3c8269,Benzyl alcohol
Potra2n12c23714,IQ-DOMAIN 14-like
Potra2n12c24422,PB1 domain
Potra2n2c4567,"Protein of unknown function, DUF538"
Potra2n2c4951,WRC
Potra2n2c5897,Conserved oligomeric Golgi complex subunit
Potra2n14c26408,Protein of unknown function DUF89
Potra2n14c27571,Phosphoglycerate mutase family
Potra2n5c11168,Pleckstrin homology domain-containing family A member
Potra2n5c12223,Homeobox associated leucine zipper
Potra2n266s35148,transcription factor
Potra2n637s36240,Converts alpha-aldose to the beta-anomer
Potra2n712s36564,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Potra2n19c33358,Universal stress protein family
Potra2n19c33451,Ripening-related protein
Potra2n19c34448,"4,5-DOPA dioxygenase extradiol-like"
Potra2n629s36217,Cytochrome p450
Potra2n1c1445,Auxin responsive protein
Potra2n1c2403,Pentatricopeptide repeat-containing protein
Potra2n1c2229,ABC transporter G family member
Potra2n1c2835,Belongs to the GRAS family
Potra2n1c2344,Phosphoesterase family
Potra2n1c3093,Serine threonine-protein kinase
Potra2n1c3854,Pumilio homolog 12-like
Potra2n10c20296,Enhancer of polycomb-like protein
Potra2n10c21010,"Remorin, C-terminal region"
Potra2n10c21003,Pentatricopeptide repeat-containing protein
Potra2n10c21132,enoyl-CoA hydratase
Potra2n10c21192,Cytochrome p450
Potra2n10c22249,Encoded by
Potra2n234s35046,4-coumarate--CoA ligase-like 9
Potra2n11c22507,Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
Potra2n11c23311,"Dof domain, zinc finger"
Potra2n11c23371,Dof zinc finger protein
Potra2n8c16727,DNA-binding domain in plant proteins such as APETALA2 and EREBPs
Potra2n8c16903,Pectate lyase
Potra2n8c17186,Immediate early response 3-interacting protein 1-like
Potra2n8c17139,phosphoribosylformylglycinamidine synthase
Potra2n8c17586,Belongs to the ubiquitin-conjugating enzyme family
Potra2n8c18352,f-box protein
Potra2n8c18238,Belongs to the GST superfamily
Potra2n8c18549,Protein ALWAYS EARLY
Potra2n8c18533,ATP-citrate synthase beta chain protein
Potra2n9c18675,Histidine phosphatase superfamily (branch 1)
Potra2n9c18886,Late embryogenesis abundant protein
Potra2n9c18940,Belongs to the small GTPase superfamily. Rho family
Potra2n9c19157,Cytochrome P450
Potra2n9c19755,Protein kinase C conserved region 2 (CalB)
Potra2n18c32079,"SRP40, C-terminal domain"
Potra2n18c32315,Leucine aminopeptidase
Potra2n4c8518,5'-adenylylsulfate reductase
Potra2n4c9057,UDP-Glycosyltransferase
Potra2n4c10368,At5g49945-like
Potra2n6c13734,hemolysis in other organism
Potra2n6c13867,Transcription factor transcription regulator
Potra2n6c13963,acid phosphatase
Potra2n6c14184,Belongs to the oxygen-dependent FAD-linked oxidoreductase family
Potra2n6c15320,Belongs to the UDP-glycosyltransferase family
Potra2n13c25164,Pentatricopeptide repeat-containing protein
Potra2n13c25492,RING-H2 finger protein
Potra2n13c25529,Pentatricopeptide repeat-containing protein
Potra2n13c25623,TdcA1-ORF2 protein
Potra2n13c25717,NEMP family
Potra2n13c25733,Germin-like protein subfamily 1 member
Potra2n13c25819,Pentatricopeptide repeat-containing protein
Potra2n13c25919,Targeting protein for Xklp2 (TPX2)
Potra2n13c26187,f-box protein
Potra2n17c31600,Pentatricopeptide repeat-containing protein
Potra2n1042s36944,Ankyrin repeats (many copies)
Potra2n3c6566,Biotin/lipoate A/B protein ligase family
Potra2n3c7083,Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Potra2n3c7573,Belongs to the peptidase A1 family
Potra2n3c8225,Cop9 signalosome complex subunit
Potra2n801s36777,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions"
Potra2n12c23722,Belongs to the eukaryotic ribosomal protein P1 P2 family
Potra2n12c23968,Pentatricopeptide repeat-containing protein
Potra2n12c24271,SNAP25 homologous protein
Potra2n12c24482,Mitochondrial domain of unknown function (DUF1713)
Potra2n12c24655,Tyrosyl-DNA phosphodiesterase
Potra2n2c4329,CRIB domain-containing protein RIC4-like
Potra2n2c4753,Kazal type serine protease inhibitors
Potra2n2c4913,Delta(8)-fatty-acid desaturase-like
Potra2n2c5082,Encoded by
Potra2n2c5374,Squalene monooxygenase-like
Potra2n2c6199,Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
Potra2n2c6393,Belongs to the glycosyl hydrolase 17 family
Potra2n14c26912,Methyltransferase
Potra2n14c27315,Calcium-dependent phosphotriesterase superfamily protein
Potra2n14c27421,mismatch repair
Potra2n5c11127,Protein of unknown function (DUF677)
Potra2n5c11304,FAM32A-like
Potra2n5c11491,Alpha beta hydrolase domain-containing protein
Potra2n5c11758,Methyltransferase
Potra2n5c12358,UPF0235 protein
Potra2n5c12600,Protein kinase C conserved region 2 (CalB)
Potra2n458s35732,Belongs to the disease resistance NB-LRR family
Potra2n16c29799,Protein of unknown function (DUF620)
Potra2n16c30172,Glycogen recognition site of AMP-activated protein kinase
Potra2n19c33441,"Kinase that can phosphorylate various inositol polyphosphate such as Ins(3,4,5,6)P4 or Ins(1,3,4)P3"
Potra2n19c34091,Transcription factor
Potra2n520s35875,Mitochondrial protein
Potra2n7c15435,Allyl alcohol dehydrogenase
Potra2n7c15472,isoform X1
Potra2n7c16133,Belongs to the PI3 PI4-kinase family
Potra2n1c813,Late embryogenesis abundant protein
Potra2n1c838,"Protein of unknown function, DUF604"
Potra2n1c986,Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
Potra2n1c1225,transcriptional regulator
Potra2n1c1878,Transcription factor
Potra2n1c2499,sphingolipid transporter spinster homolog
Potra2n1c2508,Malate dehydrogenase
Potra2n1c3126,Src homology 3 domains
Potra2n1c3107,Potassium channel
Potra2n1c3645,ATP-dependent RNA helicase
Potra2n1c3972,Encoded by
Potra2n713s36570,Endoplasmic reticulum-Golgi intermediate compartment protein
Potra2n871s36860,30S ribosomal protein S8
Potra2n10c20601,C1 domain
Potra2n10c20842,flowering locus
Potra2n10c21076,YT521-B-like domain
Potra2n10c21158,Bromodomain and WD repeat-containing protein
Potra2n10c21155,Nicotianamine synthase protein
Potra2n10c21449,isoform X1
Potra2n10c22130,Putative small multi-drug export protein
Potra2n15c28453,Ig-like domain from next to BRCA1 gene
Potra2n15c28443,Pentatricopeptide repeat-containing protein At3g48250
Potra2n11c22685,zinc finger
Potra2n11c23607,TMV resistance protein N-like
Potra2n8c17553,Glutelin type-A
Potra2n8c17804,Transporter
Potra2n8c18570,GATA transcription factor
Potra2n9c18709,CCR4-associated factor 1 homolog
Potra2n9c18922,Arabidopsis phospholipase-like protein (PEARLI 4)
Potra2n9c19497,Kelch
Potra2n9c19833,Belongs to the cytochrome P450 family
Potra2n9c19888,TPL-binding domain in jasmonate signalling
Potra2n9c19922,F-box kelch-repeat protein
Potra2n9c20046,Dolichol kinase
Potra2n18c31936,PPR repeat
Potra2n18c32145,Plastocyanin-like domain
Potra2n18c32317,Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
Potra2n18c32692,RNA-binding protein
Potra2n18c32993,Homeodomain
Potra2n4c8693,Dynein light chain
Potra2n4c8787,"mRNA cap-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. In the eIF-3 complex, eif3d specifically recognizes and binds the 7-methylguanosine cap of a subset of mRNAs"
Potra2n4c9470,GDP-fucose protein O-fucosyltransferase
Potra2n4c10060,Early nodulin-93-like
Potra2n6c13270,poly ADP-ribose polymerase
Potra2n6c13788,Pfam:UBN2_2
Potra2n6c14618,zpr3 zpr3 (little zipper 3)
Potra2n6c15046,Plant protein of unknown function
Potra2n6c15340,Carrier of the growing fatty acid chain in fatty acid biosynthesis
Potra2n13c25280,Protein trichome birefringence-like
Potra2n17c31226,Aldose 1-epimerase
Potra2n17c31755,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Potra2n3c6676,Triphosphate tunel metalloenzyme 3-like
Potra2n3c6926,REF SRPP-like protein
Potra2n12c24312,Protein of unknown function (DUF1118)
Potra2n2c5047,Peptidase inhibitor I9
Potra2n2c5817,Protein of unknown function (DUF677)
Potra2n2c6314,Protein of unknown function (DUF295)
Potra2n2c6436,PLATZ transcription factor
Potra2n14c26584,Protein of unknown function (DUF1645)
Potra2n14c26863,LOB domain-containing protein
Potra2n14c27191,transcription factor
Potra2n14c27242,WRKY transcription factor
Potra2n14c27653,Belongs to the cytochrome P450 family
Potra2n14c27751,Omega-hydroxypalmitate O-feruloyl
Potra2n14c27752,Omega-hydroxypalmitate O-feruloyl
Potra2n5c10806,RING-type E3 ubiquitin transferase
Potra2n5c11116,Alba
Potra2n5c11267,BTB POZ domain-containing protein
Potra2n5c11654,Domain of unknown function (DUF4228)
Potra2n5c11912,Rab proteins geranylgeranyltransferase component
Potra2n5c12022,lysine-specific demethylase
Potra2n5c12370,Acetyltransferase (GNAT) family
Potra2n5c12567,Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Potra2n702s36528,Cytochrome p450
Potra2n16c30494,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues
Potra2n1c320,wall-associated receptor kinase-like
Potra2n1c894,LURP-one-related
Potra2n1c1439,Late embryogenesis abundant protein
Potra2n1c2203,chromodomain-helicase-DNA-binding protein
Potra2n10c20428,mRNA-decapping enzyme subunit 2-like
Potra2n10c20993,Mitotic checkpoint protein
Potra2n10c21015,CLAVATA3 ESR (CLE)-related protein
Potra2n10c21184,Universal stress protein family
Potra2n10c22135,GPI-anchored protein At3g06035-like
Potra2n10c22039,anthranilate phosphoribosyltransferase
Potra2n10c22054,Homeobox protein knotted-1-like
Potra2n15c27985,Actin depolymerisation factor/cofilin -like domains
Potra2n15c28247,Belongs to the Casparian strip membrane proteins (CASP) family
Potra2n234s35056,Belongs to the GRAS family
Potra2n11c22714,Stress responsive A/B Barrel Domain
Potra2n11c22964,GDP-L-galactose phosphorylase
Potra2n11c23355,Stem-specific protein
Potra2n11c23373,Polyphenol oxidase
Potra2n11c23499,lipid metabolic process
Potra2n11c23587,Core-2/I-Branching enzyme
Potra2n11c23445,DAG protein
Potra2n8c18012,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Potra2n9c19024,Belongs to the complex I LYR family
Potra2n18c32221,EF-hand domain pair
Potra2n4c9387,FDF
Potra2n287s35198,Belongs to the protein kinase superfamily
Potra2n6c13497,f-box protein
Potra2n13c25520,SNF1-related protein kinase catalytic subunit alpha
Potra2n13c25918,At2g34160-like
Potra2n13c26214,Histidine kinase
Potra2n13c26257,"Pentatricopeptide repeat-containing protein At1g56690, mitochondrial-like"
Potra2n17c31028,Belongs to the 'GDSL' lipolytic enzyme family
Potra2n17c31066,Carbohydrate-binding protein of the ER
Potra2n3c6913,"Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism"
Potra2n3c6973,Domain of unknown function (DUF4408)
Potra2n3c7407,UAA transporter family
Potra2n3c7903,Auxin responsive protein
Potra2n12c24218,Component of the post-replicative DNA mismatch repair system (MMR)
Potra2n2c4126,response regulator
Potra2n2c4296,endonuclease activity
Potra2n2c4833,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains"
Potra2n2c4871,Lipase (class 3)
Potra2n2c4883,Belongs to the UDP-glycosyltransferase family
Potra2n2c4952,E3 ubiquitin-protein ligase
Potra2n2c5449,Belongs to the protein kinase superfamily. Ser Thr protein kinase family
Potra2n2c6036,Belongs to the TrpA family
Potra2n2c6147,Heavy-metal-associated domain
Potra2n2c6283,Belongs to the SKP1 family
Potra2n14c26493,bHLH-MYC and R2R3-MYB transcription factors N-terminal
Potra2n14c26965,Transcription factor
Potra2n5c11369,f-box protein
Potra2n5c11909,high mobility group
Potra2n5c11984,Serine threonine-protein kinase sepA-like
Potra2n5c12119,Pentatricopeptide repeat-containing protein
Potra2n5c12740,serine threonine-protein kinase
Potra2n124s34610,riboflavin biosynthesis protein
Potra2n16c30068,"Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked"
Potra2n16c30322,Belongs to the iron ascorbate-dependent oxidoreductase family
Potra2n19c33802,Acyl-activating enzyme
Potra2n19c33830,Belongs to the peptidase A1 family
Potra2n1517s37119,ATP-dependent RNA helicase
Potra2n7c15486,DnaJ homolog subfamily B member
Potra2n7c15956,Crossover junction endonuclease
Potra2n7c16495,Belongs to the cytochrome P450 family
Potra2n1c35,Protein of unknown function (DUF1639)
Potra2n1c52,GDP-fucose protein O-fucosyltransferase
Potra2n1c1354,Cotton fibre expressed protein
Potra2n1c1750,plant mutator transposase zinc finger
Potra2n1c3589,divergent subfamily of APPLE domains
Potra2n10c21962,Vinorine synthase-like
Potra2n10c21877,Universal stress protein family
Potra2n15c27963,Sec-independent protein translocase protein TATB
